Job ID,Job Title,Company Name,Location,Professionalism,ApplicationLink,Description,Requirements
119,Datacenter Technician Intern (1),Microsoft,UAE,Intern,https://jobs.careers.microsoft.com/global/en/job/1787999/Datacenter-Technician-Intern,"Responsibilities

Support deployment of on-site datacenter physical infrastructure
Install, replace, and troubleshoot cables and hardware
Handle data bearing devices (ex. Hard drives, solid state drives, etc.)
Work within a ticket-based environment
Move equipment using pallet jacks or other assisted lifting equipment.
As required, assist the Datacenter Inventory and Asset Management Team (DIAT) with shipping/receiving and inventory management to address high work volumes. 
Embody our culture and values.","Required Qualifications:

High School Diploma, or equivalent.
Basic knowledge of computer hardware and components.
One (1) years or more supporting IT equipment or related technology.
Background Check Requirements: 

Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: 

Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.
Preferred Qualifications:

Applicable certifications: CompTIA (A+, Server+, Network+), Basic Structure Cabling (BSC).
Ability to support frequent standing, walking, lifting, and working at heights with or without equipment assistance.
Able to communicate effectively with multiple stakeholders.
Proficient in written and oral English communication to support regional and global teams.
Desire to learn, grow, and develop new technical skills.
Flexibility to work non-standard business hours that may include weekends and/or holidays."
120,Datacenter Technician Intern (2),Microsoft,UAE,Intern,https://jobs.careers.microsoft.com/global/en/job/1787998/Datacenter-Technician-Intern,"Responsibilities

Support deployment of on-site datacenter physical infrastructure
Install, replace, and troubleshoot cables and hardware
Handle data bearing devices (ex. Hard drives, solid state drives, etc.)
Work within a ticket-based environment
Move equipment using pallet jacks or other assisted lifting equipment.
As required, assist the Datacenter Inventory and Asset Management Team (DIAT) with shipping/receiving and inventory management to address high work volumes. 
Embody our culture and values.","Required Qualifications:

High School Diploma, or equivalent.
Basic knowledge of computer hardware and components.
One (1) years or more supporting IT equipment or related technology.
Background Check Requirements: 

Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: 

Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.
Preferred Qualifications:

Applicable certifications: CompTIA (A+, Server+, Network+), Basic Structure Cabling (BSC).
Ability to support frequent standing, walking, lifting, and working at heights with or without equipment assistance.
Able to communicate effectively with multiple stakeholders.
Proficient in written and oral English communication to support regional and global teams.
Desire to learn, grow, and develop new technical skills.
Flexibility to work non-standard business hours that may include weekends and/or holidays."
121,"Tomoh Program:Technology Specialists: Internship Opportunities (UAE Nationals)
",Microsoft,UAE,Intern,https://jobs.careers.microsoft.com/global/en/job/1738005/Tomoh-Program%3ATechnology-Specialists%3A-Internship-Opportunities-(UAE-Nationals),"Responsibilities
Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.
Reviews customer interactions and raises competitive information to account teams to contribute to development and landing of compete strategies.
Contributes to product strategy by soliciting and communicating customer feedback.
Tailors Microsoft standard messaging to audience using knowledge of specific Microsoft products.
Contributes to demonstrations (e.g., proof of concept [POC] sessions) of solutions based on specific Microsoft products through initial engagements and coaching from senior colleagues. Leverages partner/customer teams as needed to prove product capabilities and integration into customer environment.
Consumes and leverages readiness materials to expand domain knowledge and practices expertise by communicating with customers, partners, and senior colleagues.",
122,"Tomoh Program: Partner Development Management: Internship Opportunities (UAE Nationals)
",Microsoft,UAE,Intern,https://jobs.careers.microsoft.com/global/en/job/1783538/Tomoh-Program%3A-Partner-Development-Management%3A-Internship-Opportunities-(UAE-Nationals),"Responsibilities
Leads the creation of a strategic vision rooted to the partners impact and potential across segments, and will generally serve partners that are smaller or startups. Demonstrates an expert understanding of the partners business and conveys the value of partnering with Microsoft based on the business opportunity and possible competition.
Contributes to Business Design briefings advising partner leadership on building a high-impact Microsoft Services practice. Develops and executes forward-thinking partner business plans that develop partner business and support cloud consumption and digital transformation.Considers short- and long-term goals and performance expectations based on partner capabilities.
Leverages internal resources to develop Go-to-Market (GTM) and co-selling strategies that define activities and expectations to meet Microsoft and partner sales goals. Prioritizes accounts for developing GTM strategies. Advises partner on meeting various program, sales, and tech requirements.
Leverages and recruits new partners to grow business. Identifies opportunities to sell Microsoft products and services.
",
123,Internship,Volkwagen,UAE,Intern,https://career2.successfactors.eu/career?career%5fns=job%5flisting&company=audivolksw&navBarLevel=JOB%5fSEARCH&rcm%5fsite%5flocale=en%5fUS&career_job_req_id=869&selected_lang=en_US&jobAlertController_jobAlertId=&jobAlertController_jobAlertName=&browserTimeZone=Asia/Dubai&_s.crb=S71nS7QmuQJSkZ9GjDUAsPMbg1dp8NQAV%2fMRblIa7X4%3d,"Volkswagen Group Middle East is looking for interns who will support the departments in their day-to-day functions. The internship offers a unique opportunity to gain a wide cultural experience and global business knowledge within a multinational team and a highly dynamic work environment.

 

Hiring Department:

Audi Sales
Audi Marketing
Audi Product & Price
Audi Sales & Operations
HR
Finance (Doha)
VW Dealer Development
",
124,"Emirati Graduate Programme
",Al Tayer Motors,UAE,trainee,https://altayer.referrals.selectminds.com/jobs/emirati-graduate-programme-1182,"As a Graduate Executive Trainee you are expected to:
Complete all the phases of the Emirati Graduate Programme over a period of 1 year
Adhere to the Al Tayer Group policies & procedures
Understand and imbibe the Group values
Follow the overall discipline of the Emirati Graduate Programme
Deliver the assignments / projects assigned to you in a timely manner to the best of your ability","The following criteria is expected of a candidate for the Emirati Graduate Programme:
 
Emirati Nationals Only
Must have a valid UAE passport and family book (Khulasat Al Qaid)
Eligibility Criteria
Fresh graduates with a Bachelor Degree in any business specialization
from an accredited College/ University; Graduated within last 2 years;
Academic Performance
GPA not less than 3.00 (proof of marks)
Skills
Excellent communication skills in English
Reasonable presentation skills
Good knowledge of Microsoft Office"
125,"Aftersales Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14509,"Assistance to the After Sales Director and the After Sales Business Manager.
Gain insights about After Sales team daily operation activities at the regional office and support the respective teams.
After Sales Parts & Logistics operations: Daily spare parts supply and claim support in contact with the Porsche Middle East and African markets and Porsche AG.
After Sales Product Management & Marketing: Creation of After Sales Social Media Marketing Posts for markets and support marketing and service loyalty initiatives.
After Sales Business Development: Support with a BI Project and develop AS use cases together with the team in the IT system (Tableau), support with monthly reporting & input data from markets.
Support in overall coordination role regarding department meeting scheduling, project updates, performance updates and workshops/conference organization.
Development of presentations for business reviews and management meetings.","University study in business related areas
Advanced MS Office skills
Advanced analytical skills
IT Skills and knowledge
English written and spoken fluently and strong communication skills
Automotive passion desirable
Availability for 6 months require & Fulltime position
Monday to Friday: 9:00am-6:00pm (weekend Saturday/Sunday)"
126,"Business Development Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14312,"Support in Business Development operational tasks (creation of reports & presentations).
Support in Business Plan coordination
Strategic Project support
Maintaining Importer and Dealer master data
Maintenance of PME importer contracts
Weekly/ monthly reporting of project status
Creation and maintenance of market briefings
Corporate Architecture
Organization of Business Development Workshop and Events","Passion for cars and interest in Porsche brand
University study in business related areas
Excellent oral and written English skills, preferably candidate with international experience in 
English speaking market
Advanced MS Office Skills (Power Point, Word, Excel)
Attention to detail
Outgoing personality
Quickness to grasp new tasks
Independent work style, self-management
Fulltime hours
Monday to Friday: 9:00am-6:00pm (weekend Saturday and Sunday)
"
127,"Corporate Development & Strategy Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14296,"•Assist the Corporate Development & Strategy Manager and CEO in various daily business tasks.
•Support various operative and strategic projects across all functional business departments.
•Support frequent company meetings, reports and initiatives.
•Support the PMO and operationalization of strategy projects.
•Coordination and communication across all departments.
•Support the company’s corporate development, transformation and innovation management.
•General office management of CEO Office.
•Create various ad-hoc PowerPoint presentations, Excel tools and reports etc.
•Support the analysis of concept presentations, reports and emails etc.
•Support the organization of meetings, workshops and events.
•Reception cover for lunch and vacation shared amongst all interns.
•Participating & organizing the Student Innovation Challenge Project.","•Passion for cars and interest in Porsche brand.
•Master degree in business administration or engineering related field.
•Excellent oral and written English language skills (German is a plus).
•Advanced MS Office skills (especially PowerPoint and Excel).
•Attention to detail, formality and structure.
•Independent work style, self-management, high motivation and can do-attitude.
•Previous internship at Dr. Ing. h.c. F. Porsche AG or in management consulting is a plus.
•International experience is a plus.
•Availability for 6 months required."
128,"Experiential Marketing Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14097,"Tasks
Central Events Support: Assist in the planning, coordination, and execution of experiential marketing events, (e.g. Product Launches, Driving Events, Lighthouse projects).
Conference: Support operational aspects of the conference, including venue research, attendee guestlist management and reporting of RSVP numbers, updating of internal planning presentations for other departments and preparation for onsite.
On-Site Support: Provide on-site support during events, including setup and rehearsals, guestlist management, and post-event breakdown.
Cross-Functional Collaboration: Occasionally collaborate with internal teams, including Sales, and PR, as well as external agencies and partners to ensure event objectives and goals are met.
Coordination of customs clearance for shipments.
Updating of Importer Activity Overview report with of Importer network events and activations (ThinkCell).
Maintenance of Experiential Marketing storeroom inventory·& Support Procurement process (Purchase Requisition Process in SAP).","Qualifications
Currently enrolled in or completed a bachelor’s degree in Events Management, Business Administration, Marketing (or related field).
Passion for events and experiential marketing, with a keen interest in luxury automotive industry trends.
Strong organizational skills and attention to detail, with the ability to manage multiple tasks and deadlines in a fast-paced environment.
Excellent communication and interpersonal skills, with the ability to work effectively in a team and interact with diverse stakeholders. English written and spoken fluently.
Advanced MS Office skills, particularly Microsoft PowerPoint and Excel. Other IT Skills and knowledge of SAP based CRM system desirable
Must have a UAE driving license and access to a car (office in Silicon Oasis. Availability for 6 months required.
Flexibility in working on weekends (occasional for events)."
129,"Marketing Communications Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14101,"Tasks
Support in realization of brand and product campaigns in coordination with creative agency and Marketing Planning & Reporting processes.
Collaborating with team to brainstorm and develop innovative ideas for campaigns, promotions, and visual assets & Involvement in the communication strategy for Icons of Porsche.
Support the development and implementation of engaging Social Media initiatives.
Google My Business Monthly Review and Maintenance & Monitor and supervision of the Digital Service Desk (ticketing system).
Support and Coordination on Regional Training Initiative (i.e. Digital Academy).
Supervision of Dealer Website Content changes request.
General office management of the Marketing department.
Development of presentations for conferences and events.
• Support Procurement process (Purchase Requisition Process in SAP).","Qualifications
University study in business related areas
Advanced MS Office skills
Advanced analytical skills
IT Skills and knowledge of SAP based CRM system desirable
English written and spoken fluently and strong communication skills
Automotive passion desirable
Availability for 6 months required"
130,"Sales Planning Intern
",Porsche,UAE,Intern,https://jobs.porsche.com/index.php?ac=jobad&id=14099,"Tasks
Assist in sales planning for all importer markets within the Middle East & Africa regions.
Prepare and verify comprehensive internal sales reporting.
Assist in developing sales forecasts and evaluating market performance.
Support with internal fleet management tasks.
Support with order management and production allocation tasks.
Execute sales projects in close collaboration with internal and external partners.
Prepare presentations and ad hoc reports.
Participate in market, sales, and competition analysis.","Qualifications
University study in business related areas, engineering is an advantage.
Passion for cars and interest in the Porsche brand.
Strong analytical skills.
Advanced proficiency in MS Office applications, especially Excel. Power BI is an advantage.
Excellent oral and written English skills, preferably with international experience in English-speaking markets.
Effective communication skills for presenting data insights to stakeholders.
Strong problem-solving skills and the ability to think critically.
Keen attention to detail and formality.
Outgoing personality and quickness to grasp new tasks.
Independent work style and effective time management."
131,"Intern, Enterprise Risk & Resilience
",DP World,UAE,Intern,https://ehpv.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/14761/?location=United+Arab+Emirates&locationId=300000000273649&locationLevel=country&mode=location,"Job Description
We are seeking an enthusiastic and motivated intern to join the Risk function of our Enterprise Risk & Resilience team for a 3-month internship. This is an exciting opportunity to contribute to the ongoing enhancement of DP World’s Enterprise Risk Management (ERM) maturity.

Key Responsibilities:

Assist in developing and documenting risk bowties for DP World’s corporate risks, providing detailed visual and analytical representations of risk scenarios.
Analyse key risk themes across various DP World risk registers, identifying trends, and drawing insights that inform Management’s strategic decisions.
Identify emerging risk patterns through data analysis and propose actionable recommendations to mitigate potential impacts.
Contribute to the creation of innovative and visually engaging risk reporting templates, leveraging your creativity and technical skills.
Support the annual control self-assessment programme, ensuring accurate and timely completion of risk assessments across the group.
Help maintain and update DP World’s Enterprise Risk Management system, ensuring the integrity and reliability of risk data.","Education: Currently pursuing or recently completed a degree in Finance, Economics, Data Science, Engineering, or a related field.

Skills: Analytical thinker, attention to detail, good communication skills.

Interest: A keen interest in pursuing a career in risk management, internal controls, or internal audit.

Technical Proficiency: Analytical mid-set with an interest to explore how to analyse large datasets. Visual creativity to develop new/innovative reports.

"
132,"Emirati Talent - Future Opportunities
",DP World,UAE,Intern,https://ehpv.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/12604/?location=United+Arab+Emirates&locationId=300000000273649&locationLevel=country&mode=location,"Job Description
Are you a UAE National ready to explore diverse career opportunities? We are excited to invite you to join our Future Career Opportunities Talent pool, designed specifically to connect exceptional Emirati's with a wide range of roles across all departments and levels of seniority.

 

Why Join Our Talent Pool?

Diverse Roles: Whether you’re interested in Finance, Marketing, IT, Operations, HR, or any other field, we offer a variety of positions to match your skills and interests.
Career Growth: From entry-level roles to senior management, we provide pathways to advance your career and develop your professional expertise.
Tailored Opportunities: Your profile will be considered for a range of future openings, allowing you to find the perfect role that aligns with your career goals and aspirations.","Who Should Apply?

UAE Nationals who are eager to contribute their talents and explore different career paths.
Individuals with varying levels of experience and from all educational backgrounds.
Candidates who are motivated, adaptable, and ready to grow in a dynamic work environment."
133,Global Internship - Petroleum Engineering,Mubadala Investment Company,Global,"UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above",https://www.takafo.ae/opportunity/view?id=AYNBFcsZqbUEpi-LrD_4&utm_source=Career%20Portal,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.",Business Acumen; Communication; Team leadership / team work; Organization / Project management; Initiative & engagement; Result orientated; Problem Solving; Minimum Required Education Level: Bachelors; Minimum Month's of Experience: 0
134,Global Internship - Civil Engineering,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNBGRWbqbUEpi-LrD_5&utm_source=Career%20Portal,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above."
135,Global Internship - Mechanical Engineering,Mubadala Investment Company,Global,UAE National university level student,https://www.takafo.ae/opportunity/view?id=AYNBD8cxtfUpXlhTQjFj&utm_source=Career%20Portal,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above."
136,Global Internship - Industrial and Manufacturing Engineering,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNDfvgqtfUpXlhTQjpH&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
137,Global Internship - Electromechanical and Mechatronics Engineering,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNDhCE7tfUpXlhTQjpI&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above."
138,Global Internship - Environmental and renewable and sustainable and Energy sciences or engineering,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNDjid6qbUEpi-LrER3&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
139,Global Internship - Aerospace and Aeronautical Engineering,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNBBAaqqbUEpi-LrD-E&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
140,Global Internship - Computer Science and Software Management and Data science,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNDl8bktfUpXlhTQjpJ&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.",- UAE National university level student - Bachelor degree undergraduate or graduate - CGPA should be 3 and above
141,Global Internship - Electrical and Electronics Engineering,Mubadala Investment Company,Global,"UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above",https://www.takafo.ae/opportunity/view?id=AYNE7dYPqbUEpi-LrEWY&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
142,Global Internship - Artificial Intelligence and Cyber Security,Mubadala Investment Company,Global,UAE National university level student,https://www.takafo.ae/opportunity/view?id=AYNE8X5fqbUEpi-LrEWZ&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands-on experience, network opportunities, and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
143,Global Internship - Finance and Accounting,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AYNE9_NDqbUEpi-LrEWb&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
144,Global Internship - Business and Economics,Mubadala Investment Company,Global,Global Internship,https://www.takafo.ae/opportunity/view?id=AYNFAYh0qbUEpi-LrEYM&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.",UAE National university level student; Bachelor degree undergraduate or graduate; CGPA should be 3 and above
145,Global Internship - Law,Mubadala Investment Company,Global,"UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above",https://www.takafo.ae/opportunity/view?id=AYNFBKQ1qbUEpi-LrEYN&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands-on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
146,Internship - Communications Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzuN6AL9c3jv7FMj9h&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
147,Internship - Communications Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzuN6AL9c3jv7FMj9h&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands-on experience, network opportunities, and professional development.",UAE National university level student; Bachelor degree undergraduate or graduate; CGPA should be 3 and above; Internship Paid only if it is required by university for graduation (university official letter required)
148,Internship - Law Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzsXUi5IXvR1tbSb5R&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
149,Internship - Information Technology Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzoYX9L9c3jv7FMj9c&utm_source=Career%20Portal  ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
150,Internship - Human Resources Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYDWSCwmst1MmsUokTL4&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
151,Internship - International Studies Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX9ovnZpk39C-H9xWrU4&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.",UAE National university level student; Bachelor degree undergraduate or graduate; CGPA should be 3 and above; Internship Paid only if it is required by university for graduation (university official letter required)
152,Internship - Economics Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX9oruGgpjuQ1_RolGhm&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
153,Internship - Accounting Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX4AIZ-nAiay58tnPv3w&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
154,Global Internship Opportunity - Cyber Security,Mubadala Investment Company,Global,Internship,https://www.takafo.ae/opportunity/view?id=AXyxR83DNsMIhXkN6Pp0&utm_source=Career%20Portal ,"An International Company with world class threat intelligence services provided to customers across the globe is currently offering vacancies in the field of Cyber Security. The successful candidate would be expected to undertake original investigations, threat research, open source investigations and provide reporting out to customers. We are looking for candidates with a strong understanding of the threat landscape and deep technical skills with expertise in Malware Reverse Engineering.","Minimum Required Education Level: Bachelors; Minimum Month's of Experience: 1; Proferred candidates with exposure to malware Analysis and have knowledge of programming using the following languages: C/C++, .NET, Python, and Delphi."
155,Global Internship - Law,Mubadala Investment Company,Global,Global Internship,https://www.takafo.ae/opportunity/view?id=AYNFBKQ1qbUEpi-LrEYN&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above"
156,Internship - Communications Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzuN6AL9c3jv7FMj9h&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship paid only if it is required by university for graduation (university official letter required)"
157,Internship - Law Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzsXUi5IXvR1tbSb5R&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship paid only if it is required by university for graduation (university official letter required)"
158,Internship -Information Technology Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYLzoYX9L9c3jv7FMj9c&utm_source=Career%20Portal  ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
159,Internship - Human Resources Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AYDWSCwmst1MmsUokTL4&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
160,Internship - International Studies Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX9ovnZpk39C-H9xWrU4&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development. Applicants should have below Internship Criteria Requirements: - UAE National university level student - Bachelor degree undergraduate or graduate - CGPA should be 3 and above - Internship Paid only if it is required by university for graduation (university official letter required)","Minimum Required Education Level: - Bachelors Minimum Month's of Experience: - 0 Skills: - Business Acumen - Communication - Team leadership / team work - Organization / Project management - Initiative & engagement - Result orientated - Problem Solving Technical Skills: use microsoft office, present reports, prepare presentation material, think proactively, good team player  Business Skills: statistics, data quality assessment, give live presentation, organise information, manage schedule of tasks, manage work, identify improvement actions, team player, time management."
161,Internship - Economics Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX9oruGgpjuQ1_RolGhm&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development. Applicants should have below Internship Criteria Requirements: - UAE National university level student - Bachelor degree undergraduate or graduate - CGPA should be 3 and above - Internship Paid only if it is required by university for graduation (university official letter required)","Minimum Required Education Level - Bachelors; Minimum Month's of Experience - 0; Technical Skills: use microsoft office, prepare presentation material, present reports, work in an organised manner, work analytically; Business Skills: economics, financial analysis, financial forecasting, business knowledge, macroeconomics, statistics, information categorisation, data quality assessment, attend meetings, manage schedule of tasks, listen actively, maintain professional records."
162,Internship - Accounting Major,Mubadala Investment Company,UAE,Local Internship,https://www.takafo.ae/opportunity/view?id=AX4AIZ-nAiay58tnPv3w&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above, Internship Paid only if it is required by university for graduation (university official letter required)"
163,Global Internship Opportunity - Cyber Security,Mubadala Investment Company,Global,Global Internship,https://www.takafo.ae/opportunity/view?id=AXyxR83DNsMIhXkN6Pp0&utm_source=Career%20Portal ,"An International Company with world class threat intelligence services provided to customers across the globe is currently offering vacancies in the field of Cyber Security. The successful candidate would be expected to undertake original investigations, threat research, open source investigations and provide reporting out to customers. We are looking for candidates with a strong understanding of the threat landscape and deep technical skills with expertise in Malware Reverse Engineering.","Minimum Required Education Level: Bachelors; Minimum Month's of Experience: 1; Proffered candidates with exposure to malware Analysis and have knowledge of programming using the following languages: C/C++, .NET, Python, and Delphi."
164,Global Internship - Chemical Engineering,Mubadala Investment Company,Global,Global Internship,https://www.takafo.ae/opportunity/view?id=AYNBEqiZu6loYNq-fTHj&utm_source=Career%20Portal ,"The internship program will provide students with practical industry experience by working alongside professionals in the field. This opportunity will allow students to gain hands on experience, network opportunities and professional development.","UAE National university level student, Bachelor degree undergraduate or graduate, CGPA should be 3 and above."
